id,time,value
2,2023:06:23 06:01:59,219.0
3,2023:06:23 06:01:59,949.2
1,2023:06:23 06:02:59,36.8
2,2023:06:23 06:02:59,427.1
3,2023:06:23 06:02:59,333.6
1,2023:06:23 06:03:59,772.3
2,2023:06:23 06:03:59,310.7
3,2023:06:23 06:03:59,643.1
1,2023:06:23 06:04:59,769.7
2,2023:06:23 06:04:59,620.4
3,2023:06:23 06:04:59,73.2
1,2023:06:23 06:05:59,109.4
2,2023:06:23 06:05:59,87.4
3,2023:06:23 06:05:59,580.9
1,2023:06:23 06:06:59,257.6
2,2023:06:23 06:06:59,939.0
3,2023:06:23 06:06:59,711.0
1,2023:06:23 06:07:59,594.4
2,2023:06:23 06:07:59,902.0
3,2023:06:23 06:07:59,937.4
1,2023:06:23 06:08:59,961.7
2,2023:06:23 06:08:59,981.0
3,2023:06:23 06:08:59,695.0
1,2023:06:23 06:09:59,592.3
2,2023:06:23 06:09:59,217.4
3,2023:06:23 06:09:59,586.0
1,2023:06:23 06:10:59,663.8
2,2023:06:23 06:10:59,633.4
3,2023:06:23 06:10:59,355.8
1,2023:06:23 06:11:59,75.9
2,2023:06:23 06:11:59,410.8
3,2023:06:23 06:11:59,946.8
1,2023:06:23 06:12:59,136.4
2,2023:06:23 06:12:59,416.2
3,2023:06:23 06:12:59,806.1
1,2023:06:23 06:13:59,124.4
2,2023:06:23 06:13:59,679.6
3,2023:06:23 06:13:59,61.5
1,2023:06:23 06:14:59,540.5
2,2023:06:23 06:14:59,428.1
3,2023:06:23 06:14:59,695.5
1,2023:06:23 06:15:59,890.8
2,2023:06:23 06:15:59,446.4
3,2023:06:23 06:15:59,452.5
1,2023:06:23 06:16:59,623.5
2,2023:06:23 06:16:59,417.1
3,2023:06:23 06:16:59,993.0
1,2023:06:23 06:17:59,265.8
2,2023:06:23 06:17:59,334.1
3,2023:06:23 06:17:59,304.5
1,2023:06:23 06:18:59,860.6
2,2023:06:23 06:18:59,309.8
3,2023:06:23 06:18:59,553.0
1,2023:06:23 06:19:59,722.6
2,2023:06:23 06:19:59,2.0
3,2023:06:23 06:19:59,841.8
1,2023:06:23 06:20:59,660.9
2,2023:06:23 06:20:59,570.1
3,2023:06:23 06:20:59,96.1
1,2023:06:23 06:21:59,198.4
2,2023:06:23 06:21:59,27.8
3,2023:06:23 06:21:59,99.2
1,2023:06:23 06:22:59,800.8
2,2023:06:23 06:22:59,662.5
3,2023:06:23 06:22:59,535.5
1,2023:06:23 06:23:59,971.7
2,2023:06:23 06:23:59,710.3
3,2023:06:23 06:23:59,215.8
1,2023:06:23 06:24:59,446.7
2,2023:06:23 06:24:59,276.6
3,2023:06:23 06:24:59,424.0
1,2023:06:23 06:25:59,956.6
2,2023:06:23 06:25:59,275.6
3,2023:06:23 06:25:59,544.1
1,2023:06:23 06:26:59,633.5
2,2023:06:23 06:26:59,465.1
3,2023:06:23 06:26:59,817.0
1,2023:06:23 06:27:59,283.3
2,2023:06:23 06:27:59,632.6
3,2023:06:23 06:27:59,897.7
1,2023:06:23 06:28:59,989.3
2,2023:06:23 06:28:59,76.9
3,2023:06:23 06:28:59,157.9
1,2023:06:23 06:29:59,90.1
2,2023:06:23 06:29:59,649.1
3,2023:06:23 06:29:59,764.3
1,2023:06:23 06:30:59,965.4
2,2023:06:23 06:30:59,452.1
3,2023:06:23 06:30:59,31.7
1,2023:06:23 06:31:59,742.9
2,2023:06:23 06:31:59,50.0
3,2023:06:23 06:31:59,935.0
1,2023:06:23 06:32:59,975.9
2,2023:06:23 06:32:59,921.3
3,2023:06:23 06:32:59,914.0
1,2023:06:23 06:33:59,851.4
2,2023:06:23 06:33:59,587.2
3,2023:06:23 06:33:59,352.2
1,2023:06:23 06:34:59,789.6
2,2023:06:23 06:34:59,830.5
3,2023:06:23 06:34:59,497.5
1,2023:06:23 06:35:59,79.9
2,2023:06:23 06:35:59,224.3
3,2023:06:23 06:35:59,689.8
1,2023:06:23 06:36:59,376.4
2,2023:06:23 06:36:59,231.1
3,2023:06:23 06:36:59,932.6
1,2023:06:23 06:37:59,503.1
2,2023:06:23 06:37:59,850.6
3,2023:06:23 06:37:59,881.0
1,2023:06:23 06:38:59,322.2
2,2023:06:23 06:38:59,647.5
3,2023:06:23 06:38:59,488.2
1,2023:06:23 06:39:59,726.3
2,2023:06:23 06:39:59,599.7
3,2023:06:23 06:39:59,110.5
1,2023:06:23 06:40:59,3.1
2,2023:06:23 06:40:59,96.5
3,2023:06:23 06:40:59,863.7
1,2023:06:23 06:41:59,837.6
2,2023:06:23 06:41:59,336.9
3,2023:06:23 06:41:59,333.3
1,2023:06:23 06:42:59,89.2
2,2023:06:23 06:42:59,402.2
3,2023:06:23 06:42:59,773.6
1,2023:06:23 06:43:59,71.4
2,2023:06:23 06:43:59,411.6
3,2023:06:23 06:43:59,779.3
1,2023:06:23 06:44:59,744.0
2,2023:06:23 06:44:59,450.6
3,2023:06:23 06:44:59,615.7
1,2023:06:23 06:45:59,503.9
2,2023:06:23 06:45:59,475.9
3,2023:06:23 06:45:59,790.2
1,2023:06:23 06:46:59,235.6
2,2023:06:23 06:46:59,995.1
3,2023:06:23 06:46:59,145.5
1,2023:06:23 06:47:59,758.7
2,2023:06:23 06:47:59,173.1
3,2023:06:23 06:47:59,328.2
1,2023:06:23 06:48:59,688.6
2,2023:06:23 06:48:59,567.7
3,2023:06:23 06:48:59,238.6
1,2023:06:23 06:49:59,234.0
2,2023:06:23 06:49:59,923.9
3,2023:06:23 06:49:59,223.6
1,2023:06:23 06:50:59,523.2
2,2023:06:23 06:50:59,609.7
3,2023:06:23 06:50:59,149.5
1,2023:06:23 06:51:59,366.0
2,2023:06:23 06:51:59,6.8
3,2023:06:23 06:51:59,318.7
1,2023:06:23 06:52:59,864.8
2,2023:06:23 06:52:59,726.2
3,2023:06:23 06:52:59,308.6
1,2023:06:23 06:53:59,564.9
2,2023:06:23 06:53:59,775.6
3,2023:06:23 06:53:59,735.7
1,2023:06:23 06:54:59,986.4
2,2023:06:23 06:54:59,618.4
3,2023:06:23 06:54:59,739.6
1,2023:06:23 06:55:59,316.0
2,2023:06:23 06:55:59,291.2
3,2023:06:23 06:55:59,177.5
1,2023:06:23 06:56:59,806.8
2,2023:06:23 06:56:59,382.2
3,2023:06:23 06:56:59,783.4
1,2023:06:23 06:57:59,146.3
2,2023:06:23 06:57:59,12.1
3,2023:06:23 06:57:59,89.8
1,2023:06:23 06:58:59,715.6
2,2023:06:23 06:58:59,108.8
3,2023:06:23 06:58:59,76.1
1,2023:06:23 06:59:59,357.4
2,2023:06:23 06:59:59,590.2
3,2023:06:23 06:59:59,282.7
1,2023:06:23 07:00:59,670.6
2,2023:06:23 07:00:59,695.9
3,2023:06:23 07:00:59,796.9
1,2023:06:23 07:01:59,232.3
2,2023:06:23 07:01:59,404.1
3,2023:06:23 07:01:59,875.8
1,2023:06:23 07:02:59,735.9
2,2023:06:23 07:02:59,122.3
3,2023:06:23 07:02:59,185.0
1,2023:06:23 07:03:59,463.0
2,2023:06:23 07:03:59,334.5
3,2023:06:23 07:03:59,794.5
1,2023:06:23 07:04:59,117.9
2,2023:06:23 07:04:59,755.9
3,2023:06:23 07:04:59,362.2
1,2023:06:23 07:05:59,447.0
2,2023:06:23 07:05:59,588.8
3,2023:06:23 07:05:59,153.7
1,2023:06:23 07:06:59,450.4
2,2023:06:23 07:06:59,199.4
3,2023:06:23 07:06:59,696.6
1,2023:06:23 07:07:59,487.0
2,2023:06:23 07:07:59,224.3
3,2023:06:23 07:07:59,323.2
1,2023:06:23 07:08:59,686.2
2,2023:06:23 07:08:59,344.0
3,2023:06:23 07:08:59,451.8
1,2023:06:23 07:09:59,419.3
2,2023:06:23 07:09:59,540.0
3,2023:06:23 07:09:59,920.3
1,2023:06:23 07:10:59,616.4
2,2023:06:23 07:10:59,325.0
3,2023:06:23 07:10:59,383.9
1,2023:06:23 07:11:59,426.8
2,2023:06:23 07:11:59,820.3
3,2023:06:23 07:11:59,29.5
1,2023:06:23 07:12:59,863.6
2,2023:06:23 07:12:59,585.0
3,2023:06:23 07:12:59,423.0
1,2023:06:23 07:13:59,381.5
2,2023:06:23 07:13:59,148.3
3,2023:06:23 07:13:59,241.0
1,2023:06:23 07:14:59,324.4
2,2023:06:23 07:14:59,868.6
3,2023:06:23 07:14:59,717.8
1,2023:06:23 07:15:59,630.5
2,2023:06:23 07:15:59,294.1
3,2023:06:23 07:15:59,249.8
1,2023:06:23 07:16:59,587.8
2,2023:06:23 07:16:59,325.2
3,2023:06:23 07:16:59,258.3
1,2023:06:23 07:17:59,323.6
2,2023:06:23 07:17:59,132.8
3,2023:06:23 07:17:59,392.1
1,2023:06:23 07:18:59,946.2
2,2023:06:23 07:18:59,612.0
3,2023:06:23 07:18:59,159.3
1,2023:06:23 07:19:59,796.8
2,2023:06:23 07:19:59,805.0
3,2023:06:23 07:19:59,240.5
1,2023:06:23 07:20:59,388.0
2,2023:06:23 07:20:59,582.7
3,2023:06:23 07:20:59,588.2
1,2023:06:23 07:21:59,798.5
2,2023:06:23 07:21:59,0.4
3,2023:06:23 07:21:59,856.0
1,2023:06:23 07:22:59,524.3
2,2023:06:23 07:22:59,458.4
3,2023:06:23 07:22:59,406.2
1,2023:06:23 07:23:59,109.2
2,2023:06:23 07:23:59,472.0
3,2023:06:23 07:23:59,135.6
1,2023:06:23 07:24:59,886.9
2,2023:06:23 07:24:59,914.2
3,2023:06:23 07:24:59,966.9
1,2023:06:23 07:25:59,971.0
2,2023:06:23 07:25:59,273.7
3,2023:06:23 07:25:59,514.0
1,2023:06:23 07:26:59,568.6
2,2023:06:23 07:26:59,917.6
3,2023:06:23 07:26:59,314.0
1,2023:06:23 07:27:59,348.4
2,2023:06:23 07:27:59,411.6
3,2023:06:23 07:27:59,710.7
1,2023:06:23 07:28:59,884.3
2,2023:06:23 07:28:59,40.9
3,2023:06:23 07:28:59,368.3
1,2023:06:23 07:29:59,5.1
2,2023:06:23 07:29:59,704.1
3,2023:06:23 07:29:59,880.2
1,2023:06:23 07:30:59,729.3
2,2023:06:23 07:30:59,959.2
3,2023:06:23 07:30:59,709.2
1,2023:06:23 07:31:59,327.4
2,2023:06:23 07:31:59,807.3
3,2023:06:23 07:31:59,47.4
1,2023:06:23 07:32:59,738.4
2,2023:06:23 07:32:59,579.3
3,2023:06:23 07:32:59,371.3
1,2023:06:23 07:33:59,382.7
2,2023:06:23 07:33:59,691.4
3,2023:06:23 07:33:59,720.2
1,2023:06:23 07:34:59,317.5
2,2023:06:23 07:34:59,330.0
3,2023:06:23 07:34:59,814.0
1,2023:06:23 07:35:59,492.3
2,2023:06:23 07:35:59,482.0
3,2023:06:23 07:35:59,691.9
1,2023:06:23 07:36:59,265.3
2,2023:06:23 07:36:59,217.1
3,2023:06:23 07:36:59,3.1
1,2023:06:23 07:37:59,247.5
2,2023:06:23 07:37:59,626.0
3,2023:06:23 07:37:59,897.4
1,2023:06:23 07:38:59,138.0
2,2023:06:23 07:38:59,927.1
3,2023:06:23 07:38:59,501.0
1,2023:06:23 07:39:59,33.4
2,2023:06:23 07:39:59,941.2
3,2023:06:23 07:39:59,401.3
1,2023:06:23 07:40:59,874.6
2,2023:06:23 07:40:59,182.3
3,2023:06:23 07:40:59,710.6
1,2023:06:23 07:41:59,368.7
2,2023:06:23 07:41:59,374.0
3,2023:06:23 07:41:59,793.2
1,2023:06:23 07:42:59,607.0
2,2023:06:23 07:42:59,321.8
3,2023:06:23 07:42:59,96.9
1,2023:06:23 07:43:59,348.9
2,2023:06:23 07:43:59,354.4
3,2023:06:23 07:43:59,72.0
1,2023:06:23 07:44:59,159.9
2,2023:06:23 07:44:59,345.7
3,2023:06:23 07:44:59,425.6
1,2023:06:23 07:45:59,816.7
2,2023:06:23 07:45:59,624.2
3,2023:06:23 07:45:59,141.9
1,2023:06:23 07:46:59,621.1
2,2023:06:23 07:46:59,27.4
3,2023:06:23 07:46:59,953.7
1,2023:06:23 07:47:59,206.9
2,2023:06:23 07:47:59,446.8
3,2023:06:23 07:47:59,943.1
1,2023:06:23 07:48:59,663.7
2,2023:06:23 07:48:59,802.4
3,2023:06:23 07:48:59,196.6
1,2023:06:23 07:49:59,945.9
2,2023:06:23 07:49:59,314.2
3,2023:06:23 07:49:59,625.7
1,2023:06:23 07:50:59,146.4
2,2023:06:23 07:50:59,605.4
3,2023:06:23 07:50:59,506.0
1,2023:06:23 07:51:59,447.5
2,2023:06:23 07:51:59,765.5
3,2023:06:23 07:51:59,668.6
1,2023:06:23 07:52:59,34.0
2,2023:06:23 07:52:59,275.4
3,2023:06:23 07:52:59,352.0
1,2023:06:23 07:53:59,778.3
2,2023:06:23 07:53:59,856.6
3,2023:06:23 07:53:59,73.5
1,2023:06:23 07:54:59,998.6
2,2023:06:23 07:54:59,202.5
3,2023:06:23 07:54:59,33.6
1,2023:06:23 07:55:59,570.2
2,2023:06:23 07:55:59,293.6
3,2023:06:23 07:55:59,353.6
1,2023:06:23 07:56:59,293.3
2,2023:06:23 07:56:59,185.3
3,2023:06:23 07:56:59,666.4
1,2023:06:23 07:57:59,380.4
2,2023:06:23 07:57:59,381.1
3,2023:06:23 07:57:59,606.7
1,2023:06:23 07:58:59,779.5
2,2023:06:23 07:58:59,613.7
3,2023:06:23 07:58:59,848.3
1,2023:06:23 07:59:59,50.1
2,2023:06:23 07:59:59,877.7
3,2023:06:23 07:59:59,146.1
1,2023:06:23 08:00:59,436.6
2,2023:06:23 08:00:59,730.0
3,2023:06:23 08:00:59,496.9
1,2023:06:23 08:01:59,328.7
2,2023:06:23 08:01:59,714.7
3,2023:06:23 08:01:59,576.3
1,2023:06:23 08:02:59,442.2
2,2023:06:23 08:02:59,464.3
3,2023:06:23 08:02:59,122.1
1,2023:06:23 08:03:59,725.3
2,2023:06:23 08:03:59,437.9
3,2023:06:23 08:03:59,479.5
1,2023:06:23 08:04:59,79.1
2,2023:06:23 08:04:59,817.5
3,2023:06:23 08:04:59,359.4
1,2023:06:23 08:05:59,856.3
2,2023:06:23 08:05:59,315.7
3,2023:06:23 08:05:59,634.1
1,2023:06:23 08:06:59,450.2
2,2023:06:23 08:06:59,605.1
3,2023:06:23 08:06:59,78.5
1,2023:06:23 08:07:59,101.3
2,2023:06:23 08:07:59,431.8
3,2023:06:23 08:07:59,559.6
1,2023:06:23 08:08:59,370.9
2,2023:06:23 08:08:59,196.1
3,2023:06:23 08:08:59,912.8
1,2023:06:23 08:09:59,775.3
2,2023:06:23 08:09:59,882.1
3,2023:06:23 08:09:59,783.3
1,2023:06:23 08:10:59,2.7
2,2023:06:23 08:10:59,313.2
3,2023:06:23 08:10:59,761.9
1,2023:06:23 08:11:59,915.1
2,2023:06:23 08:11:59,536.9
3,2023:06:23 08:11:59,188.6
1,2023:06:23 08:12:59,898.4
2,2023:06:23 08:12:59,625.8
3,2023:06:23 08:12:59,820.0
1,2023:06:23 08:13:59,768.1
2,2023:06:23 08:13:59,852.4
3,2023:06:23 08:13:59,750.5
1,2023:06:23 08:14:59,291.7
2,2023:06:23 08:14:59,394.5
3,2023:06:23 08:14:59,107.5
1,2023:06:23 08:15:59,802.1
2,2023:06:23 08:15:59,24.3
3,2023:06:23 08:15:59,522.0
1,2023:06:23 08:16:59,790.5
2,2023:06:23 08:16:59,434.1
3,2023:06:23 08:16:59,455.1
1,2023:06:23 08:17:59,141.7
2,2023:06:23 08:17:59,518.1
3,2023:06:23 08:17:59,524.9
1,2023:06:23 08:18:59,262.2
2,2023:06:23 08:18:59,780.0
3,2023:06:23 08:18:59,528.0
1,2023:06:23 08:19:59,410.8
2,2023:06:23 08:19:59,789.2
3,2023:06:23 08:19:59,850.1
1,2023:06:23 08:20:59,748.7
2,2023:06:23 08:20:59,300.9
3,2023:06:23 08:20:59,924.5
1,2023:06:23 08:21:59,638.8
2,2023:06:23 08:21:59,965.2
3,2023:06:23 08:21:59,405.7
1,2023:06:23 08:22:59,841.9
2,2023:06:23 08:22:59,708.7
3,2023:06:23 08:22:59,736.1
1,2023:06:23 08:23:59,808.9
2,2023:06:23 08:23:59,509.5
3,2023:06:23 08:23:59,998.0
1,2023:06:23 08:24:59,220.3
2,2023:06:23 08:24:59,615.2
3,2023:06:23 08:24:59,371.7
1,2023:06:23 08:25:59,398.6
2,2023:06:23 08:25:59,566.2
3,2023:06:23 08:25:59,404.2
1,2023:06:23 08:26:59,111.5
2,2023:06:23 08:26:59,94.5
3,2023:06:23 08:26:59,23.7
1,2023:06:23 08:27:59,523.1
2,2023:06:23 08:27:59,899.3
3,2023:06:23 08:27:59,440.3
1,2023:06:23 08:28:59,431.5
2,2023:06:23 08:28:59,247.5
3,2023:06:23 08:28:59,33.8
1,2023:06:23 08:29:59,663.0
2,2023:06:23 08:29:59,238.2
3,2023:06:23 08:29:59,342.9
1,2023:06:23 08:30:59,382.7
2,2023:06:23 08:30:59,166.3
3,2023:06:23 08:30:59,713.2
1,2023:06:23 08:31:59,58.5
2,2023:06:23 08:31:59,527.1
3,2023:06:23 08:31:59,720.8
1,2023:06:23 08:32:59,502.7
2,2023:06:23 08:32:59,83.0
3,2023:06:23 08:32:59,18.5
1,2023:06:23 08:33:59,319.0
2,2023:06:23 08:33:59,188.1
3,2023:06:23 08:33:59,495.2
1,2023:06:23 08:34:59,652.7
2,2023:06:23 08:34:59,978.5
3,2023:06:23 08:34:59,2.2
1,2023:06:23 08:35:59,239.2
2,2023:06:23 08:35:59,167.4
3,2023:06:23 08:35:59,273.2
1,2023:06:23 08:36:59,360.5
2,2023:06:23 08:36:59,157.5
3,2023:06:23 08:36:59,270.8
1,2023:06:23 08:37:59,874.7
2,2023:06:23 08:37:59,362.4
3,2023:06:23 08:37:59,110.5
1,2023:06:23 08:38:59,405.2
2,2023:06:23 08:38:59,883.9
3,2023:06:23 08:38:59,919.8
1,2023:06:23 08:39:59,216.4
2,2023:06:23 08:39:59,154.2
3,2023:06:23 08:39:59,236.2
1,2023:06:23 08:40:59,668.9
2,2023:06:23 08:40:59,740.6
3,2023:06:23 08:40:59,698.3
1,2023:06:23 08:41:59,958.7
2,2023:06:23 08:41:59,321.6
3,2023:06:23 08:41:59,667.5
1,2023:06:23 08:42:59,225.8
2,2023:06:23 08:42:59,563.4
3,2023:06:23 08:42:59,612.0
1,2023:06:23 08:43:59,484.4
2,2023:06:23 08:43:59,704.7
3,2023:06:23 08:43:59,355.7
1,2023:06:23 08:44:59,495.7
2,2023:06:23 08:44:59,210.2
3,2023:06:23 08:44:59,922.5
1,2023:06:23 08:45:59,940.4
2,2023:06:23 08:45:59,756.2
3,2023:06:23 08:45:59,199.3
1,2023:06:23 08:46:59,199.6
2,2023:06:23 08:46:59,706.1
3,2023:06:23 08:46:59,677.4
1,2023:06:23 08:47:59,751.7
2,2023:06:23 08:47:59,683.1
3,2023:06:23 08:47:59,569.8
1,2023:06:23 08:48:59,934.6
2,2023:06:23 08:48:59,61.7
3,2023:06:23 08:48:59,626.4
1,2023:06:23 08:49:59,761.8
2,2023:06:23 08:49:59,364.9
3,2023:06:23 08:49:59,535.4
1,2023:06:23 08:50:59,562.0
2,2023:06:23 08:50:59,933.4
3,2023:06:23 08:50:59,768.5
1,2023:06:23 08:51:59,8.5
2,2023:06:23 08:51:59,772.5
3,2023:06:23 08:51:59,368.0
1,2023:06:23 08:52:59,401.3
2,2023:06:23 08:52:59,895.7
3,2023:06:23 08:52:59,967.1
1,2023:06:23 08:53:59,577.0
2,2023:06:23 08:53:59,312.0
3,2023:06:23 08:53:59,803.3
1,2023:06:23 08:54:59,569.6
2,2023:06:23 08:54:59,61.1
3,2023:06:23 08:54:59,181.6
1,2023:06:23 08:55:59,635.8
2,2023:06:23 08:55:59,523.2
3,2023:06:23 08:55:59,520.5
1,2023:06:23 08:56:59,821.4
2,2023:06:23 08:56:59,727.8
3,2023:06:23 08:56:59,20.1
1,2023:06:23 08:57:59,291.2
2,2023:06:23 08:57:59,984.6
3,2023:06:23 08:57:59,32.5
1,2023:06:23 08:58:59,60.4
2,2023:06:23 08:58:59,293.4
3,2023:06:23 08:58:59,649.8
1,2023:06:23 08:59:59,898.4
2,2023:06:23 08:59:59,247.7
3,2023:06:23 08:59:59,269.5
1,2023:06:23 09:00:59,430.2
2,2023:06:23 09:00:59,464.7
3,2023:06:23 09:00:59,727.2
1,2023:06:23 09:01:59,594.7
2,2023:06:23 09:01:59,266.8
3,2023:06:23 09:01:59,207.5
1,2023:06:23 09:02:59,672.8
2,2023:06:23 09:02:59,441.5
3,2023:06:23 09:02:59,60.9
1,2023:06:23 09:03:59,667.3
2,2023:06:23 09:03:59,228.8
3,2023:06:23 09:03:59,578.1
1,2023:06:23 09:04:59,402.6
2,2023:06:23 09:04:59,889.8
3,2023:06:23 09:04:59,313.7
1,2023:06:23 09:05:59,584.1
2,2023:06:23 09:05:59,49.8
3,2023:06:23 09:05:59,610.2
1,2023:06:23 09:06:59,190.6
2,2023:06:23 09:06:59,762.1
3,2023:06:23 09:06:59,318.0
1,2023:06:23 09:07:59,713.9
2,2023:06:23 09:07:59,212.4
3,2023:06:23 09:07:59,528.8
1,2023:06:23 09:08:59,31.6
2,2023:06:23 09:08:59,2.3
3,2023:06:23 09:08:59,646.3
1,2023:06:23 09:09:59,565.4
2,2023:06:23 09:09:59,198.6
3,2023:06:23 09:09:59,798.6
1,2023:06:23 09:10:59,985.1
2,2023:06:23 09:10:59,508.9
3,2023:06:23 09:10:59,60.2
1,2023:06:23 09:11:59,420.4
2,2023:06:23 09:11:59,651.0
3,2023:06:23 09:11:59,466.5
1,2023:06:23 09:12:59,674.6
2,2023:06:23 09:12:59,54.4
3,2023:06:23 09:12:59,498.1
1,2023:06:23 09:13:59,132.4
2,2023:06:23 09:13:59,690.5
3,2023:06:23 09:13:59,62.5
1,2023:06:23 09:14:59,20.0
2,2023:06:23 09:14:59,789.8
3,2023:06:23 09:14:59,465.1
1,2023:06:23 09:15:59,249.8
2,2023:06:23 09:15:59,668.7
3,2023:06:23 09:15:59,979.5
1,2023:06:23 09:16:59,185.6
2,2023:06:23 09:16:59,127.8
3,2023:06:23 09:16:59,191.5
1,2023:06:23 09:17:59,114.7
2,2023:06:23 09:17:59,147.7
3,2023:06:23 09:17:59,702.6
1,2023:06:23 09:18:59,390.9
2,2023:06:23 09:18:59,825.5
3,2023:06:23 09:18:59,848.9
1,2023:06:23 09:19:59,819.6
2,2023:06:23 09:19:59,215.3
3,2023:06:23 09:19:59,311.6
1,2023:06:23 09:20:59,53.0
2,2023:06:23 09:20:59,596.5
3,2023:06:23 09:20:59,585.9
1,2023:06:23 09:21:59,488.1
2,2023:06:23 09:21:59,480.8
3,2023:06:23 09:21:59,974.9
1,2023:06:23 09:22:59,865.9
2,2023:06:23 09:22:59,201.4
3,2023:06:23 09:22:59,284.4
1,2023:06:23 09:23:59,922.7
2,2023:06:23 09:23:59,378.6
3,2023:06:23 09:23:59,300.4
1,2023:06:23 09:24:59,961.0
