7a 0f 02 64 a0 4d 80 40 c0 00 00 00 19 05 7f 
7a 0f 03 64 a0 4d 80 42 5e 00 00 00 96 e7 7f 
7a 0f 04 64 a0 4d 80 43 cc 59 9a 01 ad 6c 7f 
7a 0f 05 64 a0 4d 80 43 38 b3 33 00 ea d0 7f 
7a 0f 01 64 a0 4d 80 42 1f 33 33 00 6f e9 7f 
7a 0f 02 64 a0 4d 80 43 1e 66 66 00 d0 21 7f 
7a 0f 03 64 a0 4d 80 40 e9 99 9a 00 1e a3 7f 
7a 0f 04 64 a0 4d 80 43 78 e6 66 01 2a ea 7f 
7a 0f 05 64 a0 4d 80 42 24 00 00 00 72 43 7f 
7a 0f 01 64 a0 4d 80 42 4b 33 33 00 8a a2 7f 
7a 0f 02 64 a0 4d 80 42 11 99 9a 00 66 32 7f 
7a 0f 03 64 a0 4d 80 42 34 00 00 00 7c 2b 7f 
7a 0f 04 64 a0 4d 80 42 48 00 00 00 88 0a 7f 
7a 0f 05 64 a0 4d 80 43 c6 33 33 01 a7 04 7f 
7a 0f 01 64 a0 4d 80 42 57 33 33 00 92 8e 7f 
7a 0f 02 64 a0 4d 80 43 9a 4c cd 01 66 c1 7f 
7a 0f 03 64 a0 4d 80 42 13 99 9a 00 68 2d 7f 
7a 0f 04 64 a0 4d 80 43 b7 b3 33 01 98 a3 7f 
7a 0f 05 64 a0 4d 80 42 4a 00 00 00 8a 05 7f 
7a 0f 01 64 a0 4d 80 42 50 66 66 00 8e 33 7f 
7a 0f 02 64 a0 4d 80 44 08 39 9a 01 f1 0d 7f 
7a 0f 03 64 a0 4d 80 43 e2 d9 9a 01 c4 c0 7f 
7a 0f 04 64 a0 4d 80 43 75 4c cd 01 27 23 7f 
7a 0f 05 64 a0 4d 80 42 49 99 9a 00 89 d4 7f 
7a 0f 01 64 a0 4d 80 42 24 00 00 00 72 47 7f 
7a 0f 02 64 a0 4d 80 42 1e 66 66 00 6e 84 7f 
7a 0f 03 64 a0 4d 80 42 45 33 33 00 86 aa 7f 
7a 0f 04 64 a0 4d 80 42 4f 33 33 00 8d 98 7f 
7a 0f 05 64 a0 4d 80 42 42 00 00 00 84 13 7f 
7a 0f 01 64 a0 4d 80 42 0e cc cd 00 64 d2 7f 
7a 0f 02 64 a0 4d 80 43 bb 8c cd 01 9c 2a 7f 
7a 0f 03 64 a0 4d 80 42 5e 00 00 00 96 e7 7f 
7a 0f 04 64 a0 4d 80 43 c1 66 66 01 a2 a9 7f 
7a 0f 05 64 a0 4d 80 42 3e cc cd 00 82 80 7f 
7a 0f 01 64 a0 4d 80 42 5d 33 33 00 96 84 7f 
7a 0f 02 64 a0 4d 80 42 57 99 9a 00 92 c0 7f 
7a 0f 03 64 a0 4d 80 42 2e 66 66 00 78 69 7f 
7a 0f 04 64 a0 4d 80 42 28 66 66 00 74 72 7f 
7a 0f 05 64 a0 4d 80 43 f5 80 00 01 d6 8c 7f 
7a 0f 01 64 a0 4d 80 43 46 00 00 00 f8 9e 7f 
7a 0f 02 64 a0 4d 80 42 55 33 33 00 90 91 7f 
7a 0f 03 64 a0 4d 80 42 3d 33 33 00 82 b6 7f 
7a 0f 04 64 a0 4d 80 42 36 00 00 00 7d 27 7f 
7a 0f 05 64 a0 4d 80 42 5c 66 66 00 95 1c 7f 
7a 0f 01 64 a0 4d 80 42 11 99 9a 00 66 33 7f 
7a 0f 02 64 a0 4d 80 40 a3 33 33 00 15 c0 7f 
7a 0f 03 64 a0 4d 80 42 21 99 9a 00 70 17 7f 
7a 0f 04 64 a0 4d 80 42 16 66 66 00 69 8f 7f 
7a 0f 05 64 a0 4d 80 42 2a cc cd 00 76 a0 7f 
7a 0f 01 64 a0 4d 80 41 40 00 00 00 32 6c 7f 
7a 0f 02 64 a0 4d 80 42 4a 00 00 00 8a 08 7f 
7a 0f 03 64 a0 4d 80 42 1b 33 33 00 6c ee 7f 
7a 0f 04 64 a0 4d 80 42 5d 33 33 00 96 81 7f 
7a 0f 05 64 a0 4d 80 41 26 66 66 00 2b bd 7f 
7a 0f 01 64 a0 4d 80 42 38 cc cd 00 7f 8d 7f 
7a 0f 02 64 a0 4d 80 44 00 46 66 01 e1 4c 7f 
7a 0f 03 64 a0 4d 80 41 60 00 00 00 36 46 7f 
7a 0f 04 64 a0 4d 80 40 bc cc cd 00 19 6e 7f 
7a 0f 05 64 a0 4d 80 42 26 66 66 00 73 74 7f 
7a 0f 01 64 a0 4d 80 41 29 99 9a 00 2c 56 7f 
7a 0f 02 64 a0 4d 80 43 e7 33 33 01 c8 c5 7f 
7a 0f 03 64 a0 4d 80 42 47 99 9a 00 88 d9 7f 
7a 0f 04 64 a0 4d 80 42 1b 33 33 00 6c ed 7f 
7a 0f 05 64 a0 4d 80 43 2e 19 9a 00 e0 17 7f 
7a 0f 01 64 a0 4d 80 42 18 cc cd 00 6b c1 7f 
7a 0f 02 64 a0 4d 80 43 53 cc cd 01 05 e9 7f 
7a 0f 03 64 a0 4d 80 41 3b 33 33 00 31 0a 7f 
7a 0f 04 64 a0 4d 80 42 22 cc cd 00 71 ae 7f 
7a 0f 05 64 a0 4d 80 42 1f 99 9a 00 6f 18 7f 
7a 0f 01 64 a0 4d 80 42 3b 33 33 00 80 bc 7f 
7a 0f 02 64 a0 4d 80 42 05 99 9a 00 60 44 7f 
7a 0f 03 64 a0 4d 80 42 24 66 66 00 72 79 7f 
7a 0f 04 64 a0 4d 80 43 52 33 33 01 04 1c 7f 
7a 0f 05 64 a0 4d 80 42 52 cc cd 00 8f 5f 7f 
7a 0f 01 64 a0 4d 80 42 2c cc cd 00 77 a1 7f 
7a 0f 02 64 a0 4d 80 42 19 99 9a 00 6b 25 7f 
7a 0f 03 64 a0 4d 80 43 21 e6 66 00 d3 9a 7f 
7a 0f 04 64 a0 4d 80 42 4f 99 9a 00 8d cb 7f 
7a 0f 05 64 a0 4d 80 42 45 99 9a 00 87 da 7f 
7a 0f 01 64 a0 4d 80 42 58 cc cd 00 93 59 7f 
7a 0f 02 64 a0 4d 80 42 26 cc cd 00 74 a9 7f 
7a 0f 03 64 a0 4d 80 42 24 66 66 00 72 79 7f 
7a 0f 04 64 a0 4d 80 42 3e 00 00 00 82 1a 7f 
7a 0f 05 64 a0 4d 80 43 3b 00 00 00 ec b1 7f 
7a 0f 01 64 a0 4d 80 42 38 66 66 00 7e 5b 7f 
7a 0f 02 64 a0 4d 80 42 49 33 33 00 89 a4 7f 
7a 0f 03 64 a0 4d 80 42 4d 99 9a 00 8c cf 7f 
7a 0f 04 64 a0 4d 80 42 2c 66 66 00 77 6b 7f 
7a 0f 05 64 a0 4d 80 42 2b 33 33 00 76 d2 7f 
7a 0f 01 64 a0 4d 80 42 48 66 66 00 88 41 7f 
7a 0f 02 64 a0 4d 80 42 1c cc cd 00 6d ba 7f 
7a 0f 03 64 a0 4d 80 41 33 33 33 00 2f 14 7f 
7a 0f 04 64 a0 4d 80 42 23 99 9a 00 72 12 7f 
7a 0f 05 64 a0 4d 80 42 12 cc cd 00 67 c7 7f 
7a 0f 01 64 a0 4d 80 41 38 00 00 00 30 76 7f 
7a 0f 02 64 a0 4d 80 42 2a 00 00 00 76 3c 7f 
7a 0f 03 64 a0 4d 80 42 38 00 00 00 7e 25 7f 
7a 0f 04 64 a0 4d 80 43 3f 66 66 00 f1 dd 7f 
7a 0f 05 64 a0 4d 80 40 fc cc cd 00 21 25 7f 
7a 0f 01 64 a0 4d 80 42 1e 00 00 00 6e 51 7f 
7a 0f 02 64 a0 4d 80 42 15 33 33 00 68 f9 7f 
7a 0f 03 64 a0 4d 80 42 28 00 00 00 74 3f 7f 
7a 0f 04 64 a0 4d 80 42 4c 00 00 00 8b 03 7f 
7a 0f 05 64 a0 4d 80 43 2e 4c cd 00 e0 b1 7f 
7a 0f 01 64 a0 4d 80 42 27 33 33 00 74 dc 7f 
7a 0f 02 64 a0 4d 80 43 62 66 66 01 14 98 7f 
7a 0f 03 64 a0 4d 80 42 70 66 66 00 98 07 7f 
7a 0f 04 64 a0 4d 80 42 31 99 9a 00 7a fc 7f 
7a 0f 05 64 a0 4d 80 41 28 00 00 00 2c 86 7f 
7a 0f 01 64 a0 4d 80 42 5d 33 33 00 96 84 7f 
7a 0f 02 64 a0 4d 80 43 3f b3 33 00 f1 c5 7f 
7a 0f 03 64 a0 4d 80 41 23 33 33 00 2a 29 7f 
7a 0f 04 64 a0 4d 80 42 2d 99 9a 00 78 02 7f 
7a 0f 05 64 a0 4d 80 40 e9 99 9a 00 1e a1 7f 
7a 0f 01 64 a0 4d 80 41 6e 66 66 00 38 6c 7f 
7a 0f 02 64 a0 4d 80 42 30 66 66 00 7a 66 7f 
7a 0f 03 64 a0 4d 80 43 be 99 9a 01 9f 49 7f 
7a 0f 04 64 a0 4d 80 43 fc 33 33 01 dd 99 7f 
7a 0f 05 64 a0 4d 80 42 10 00 00 00 65 64 7f 
7a 0f 01 64 a0 4d 80 41 1b 33 33 00 28 35 7f 
7a 0f 02 64 a0 4d 80 43 c8 0c cd 01 a9 90 7f 
7a 0f 03 64 a0 4d 80 43 6b 80 00 01 1d d1 7f 
7a 0f 04 64 a0 4d 80 41 3c cc cd 00 31 d5 7f 
7a 0f 05 64 a0 4d 80 42 4d 99 9a 00 8c cd 7f 
7a 0f 01 64 a0 4d 80 41 11 99 9a 00 26 74 7f 
7a 0f 02 64 a0 4d 80 42 1c cc cd 00 6d ba 7f 
7a 0f 03 64 a0 4d 80 41 09 99 9a 00 24 7c 7f 
7a 0f 04 64 a0 4d 80 43 e8 c0 00 01 ca 66 7f 
7a 0f 05 64 a0 4d 80 43 9e 26 66 01 6e 3f 7f 
7a 0f 01 64 a0 4d 80 42 3a cc cd 00 80 8a 7f 
7a 0f 02 64 a0 4d 80 42 42 00 00 00 84 16 7f 
7a 0f 03 64 a0 4d 80 42 56 cc cd 00 92 5a 7f 
7a 0f 04 64 a0 4d 80 42 42 66 66 00 85 47 7f 
7a 0f 05 64 a0 4d 80 42 54 66 66 00 90 29 7f 
7a 0f 01 64 a0 4d 80 42 54 cc cd 00 90 60 7f 
7a 0f 02 64 a0 4d 80 42 3d 33 33 00 82 b7 7f 
7a 0f 03 64 a0 4d 80 40 f9 99 9a 00 20 91 7f 
7a 0f 04 64 a0 4d 80 42 41 99 9a 00 84 e2 7f 
7a 0f 05 64 a0 4d 80 42 29 99 9a 00 75 08 7f 
7a 0f 01 64 a0 4d 80 42 24 00 00 00 72 47 7f 
7a 0f 02 64 a0 4d 80 42 32 00 00 00 7a 30 7f 
7a 0f 03 64 a0 4d 80 41 28 00 00 00 2c 88 7f 
7a 0f 04 64 a0 4d 80 42 47 99 9a 00 88 d8 7f 
7a 0f 05 64 a0 4d 80 42 31 99 9a 00 7a fb 7f 
7a 0f 01 64 a0 4d 80 42 1e 00 00 00 6e 51 7f 
7a 0f 02 64 a0 4d 80 42 32 66 66 00 7b 63 7f 
7a 0f 03 64 a0 4d 80 42 41 99 9a 00 84 e3 7f 
7a 0f 04 64 a0 4d 80 42 49 99 9a 00 89 d5 7f 
7a 0f 05 64 a0 4d 80 42 37 33 33 00 7e be 7f 
7a 0f 01 64 a0 4d 80 43 e6 e6 66 01 c8 e1 7f 
7a 0f 02 64 a0 4d 80 42 29 99 9a 00 75 0b 7f 
7a 0f 03 64 a0 4d 80 42 1e 66 66 00 6e 83 7f 
7a 0f 04 64 a0 4d 80 42 4e cc cd 00 8c 67 7f 
7a 0f 05 64 a0 4d 80 42 53 99 9a 00 90 c3 7f 
7a 0f 01 64 a0 4d 80 41 2c cc cd 00 2d ec 7f 
7a 0f 02 64 a0 4d 80 41 04 cc cd 00 23 1d 7f 
7a 0f 03 64 a0 4d 80 42 56 00 00 00 91 f4 7f 
7a 0f 04 64 a0 4d 80 42 54 00 00 00 90 f6 7f 
7a 0f 05 64 a0 4d 80 42 27 33 33 00 74 d8 7f 
7a 0f 01 64 a0 4d 80 42 4d 33 33 00 8c 9e 7f 
7a 0f 02 64 a0 4d 80 40 f3 33 33 00 20 65 7f 
7a 0f 03 64 a0 4d 80 43 28 00 00 00 da d8 7f 
7a 0f 04 64 a0 4d 80 42 50 66 66 00 8e 30 7f 
7a 0f 05 64 a0 4d 80 43 db 66 66 01 bc 74 7f 
7a 0f 01 64 a0 4d 80 42 14 66 66 00 68 95 7f 
7a 0f 02 64 a0 4d 80 42 12 cc cd 00 67 ca 7f 
7a 0f 03 64 a0 4d 80 42 36 66 66 00 7d 5c 7f 
7a 0f 04 64 a0 4d 80 42 4e 00 00 00 8c 00 7f 
7a 0f 05 64 a0 4d 80 43 b7 33 33 01 98 22 7f 
7a 0f 01 64 a0 4d 80 41 5e 66 66 00 36 7e 7f 
7a 0f 02 64 a0 4d 80 43 44 00 00 00 f6 a1 7f 
7a 0f 03 64 a0 4d 80 42 14 cc cd 00 68 c6 7f 
7a 0f 04 64 a0 4d 80 42 2d 99 9a 00 78 02 7f 
7a 0f 05 64 a0 4d 80 42 22 66 66 00 71 7a 7f 
7a 0f 01 64 a0 4d 80 42 2e cc cd 00 78 9e 7f 
7a 0f 02 64 a0 4d 80 42 29 99 9a 00 75 0b 7f 
7a 0f 03 64 a0 4d 80 42 4e 00 00 00 8c 01 7f 
7a 0f 04 64 a0 4d 80 43 f5 19 9a 01 d6 5a 7f 
7a 0f 05 64 a0 4d 80 44 09 46 66 01 f3 2e 7f 
7a 0f 01 64 a0 4d 80 42 2e 66 66 00 78 6b 7f 
7a 0f 02 64 a0 4d 80 43 90 99 9a 01 53 c4 7f 
7a 0f 03 64 a0 4d 80 42 37 33 33 00 7e c0 7f 
7a 0f 04 64 a0 4d 80 42 2b 33 33 00 76 d3 7f 
7a 0f 05 64 a0 4d 80 42 4b 99 9a 00 8a d1 7f 
7a 0f 01 64 a0 4d 80 43 d2 66 66 01 b3 8a 7f 
7a 0f 02 64 a0 4d 80 42 3a 00 00 00 80 22 7f 
7a 0f 03 64 a0 4d 80 42 50 66 66 00 8e 31 7f 
7a 0f 04 64 a0 4d 80 42 2b 99 9a 00 76 06 7f 
7a 0f 05 64 a0 4d 80 42 1d 33 33 00 6e e8 7f 
7a 0f 01 64 a0 4d 80 42 44 00 00 00 86 13 7f 
7a 0f 02 64 a0 4d 80 43 4c 4c cd 00 fe 78 7f 
7a 0f 03 64 a0 4d 80 42 46 66 66 00 87 42 7f 
7a 0f 04 64 a0 4d 80 43 49 99 9a 00 fb 62 7f 
7a 0f 05 64 a0 4d 80 41 ca 66 66 00 4e f6 7f 
7a 0f 01 64 a0 4d 80 42 5b 33 33 00 94 88 7f 
7a 0f 02 64 a0 4d 80 42 3a cc cd 00 80 89 7f 
7a 0f 03 64 a0 4d 80 42 37 33 33 00 7e c0 7f 
7a 0f 04 64 a0 4d 80 42 b5 66 66 00 a8 b1 7f 
7a 0f 05 64 a0 4d 80 43 cf a6 66 01 b0 4c 7f 
7a 0f 01 64 a0 4d 80 42 5a cc cd 00 94 56 7f 
7a 0f 02 64 a0 4d 80 43 b6 f3 33 01 98 66 7f 
7a 0f 03 64 a0 4d 80 42 1f 99 9a 00 6f 1a 7f 
7a 0f 04 64 a0 4d 80 40 bc cc cd 00 19 6e 7f 
7a 0f 05 64 a0 4d 80 41 11 99 9a 00 26 70 7f 
7a 0f 01 64 a0 4d 80 43 19 33 33 00 cb 92 7f 
7a 0f 02 64 a0 4d 80 42 24 cc cd 00 72 ad 7f 
7a 0f 03 64 a0 4d 80 42 1d 33 33 00 6e ea 7f 
7a 0f 04 64 a0 4d 80 42 30 66 66 00 7a 64 7f 
7a 0f 05 64 a0 4d 80 41 98 00 00 00 41 01 7f 
7a 0f 01 64 a0 4d 80 42 34 00 00 00 7c 2d 7f 
7a 0f 02 64 a0 4d 80 42 3b 99 9a 00 80 ee 7f 
7a 0f 03 64 a0 4d 80 42 11 99 9a 00 66 31 7f 
7a 0f 04 64 a0 4d 80 42 28 66 66 00 74 72 7f 
7a 0f 05 64 a0 4d 80 42 3f 99 9a 00 83 e4 7f 
7a 0f 01 64 a0 4d 80 42 39 33 33 00 7f bf 7f 
7a 0f 02 64 a0 4d 80 42 54 66 66 00 90 2c 7f 
7a 0f 03 64 a0 4d 80 43 9b 66 66 01 68 0a 7f 
7a 0f 04 64 a0 4d 80 43 80 cc cd 01 33 8c 7f 
7a 0f 05 64 a0 4d 80 42 58 cc cd 00 93 55 7f 
7a 0f 01 64 a0 4d 80 42 13 33 33 00 67 fd 7f 
7a 0f 02 64 a0 4d 80 43 f9 99 9a 01 da d4 7f 
7a 0f 03 64 a0 4d 80 43 f7 73 33 01 d8 64 7f 
7a 0f 04 64 a0 4d 80 42 36 00 00 00 7d 27 7f 
7a 0f 05 64 a0 4d 80 42 52 cc cd 00 8f 5f 7f 
7a 0f 01 64 a0 4d 80 41 30 00 00 00 2e 80 7f 
7a 0f 02 64 a0 4d 80 42 40 cc cd 00 84 7f 7f 
7a 0f 03 64 a0 4d 80 43 96 33 33 01 5e 7f 7f 
7a 0f 04 64 a0 4d 80 40 ac cc cd 00 16 81 7f 
7a 0f 05 64 a0 4d 80 42 57 33 33 00 92 8a 7f 
7a 0f 01 64 a0 4d 80 42 4b 33 33 00 8a a2 7f 
7a 0f 02 64 a0 4d 80 42 24 cc cd 00 72 ad 7f 
7a 0f 03 64 a0 4d 80 43 43 00 00 00 f4 a3 7f 
7a 0f 04 64 a0 4d 80 42 56 cc cd 00 92 59 7f 
7a 0f 05 64 a0 4d 80 42 0f 99 9a 00 65 32 7f 
7a 0f 01 64 a0 4d 80 40 d9 99 9a 00 1c b7 7f 
7a 0f 02 64 a0 4d 80 43 8e d9 9a 01 4f 8a 7f 
7a 0f 03 64 a0 4d 80 42 19 33 33 00 6b f1 7f 
7a 0f 04 64 a0 4d 80 42 4d 99 9a 00 8c ce 7f 
7a 0f 05 64 a0 4d 80 43 e7 8c cd 01 c8 cf 7f 
7a 0f 01 64 a0 4d 80 42 34 cc cd 00 7c 94 7f 
7a 0f 02 64 a0 4d 80 42 18 00 00 00 6a 5a 7f 
7a 0f 03 64 a0 4d 80 43 2c 66 66 00 de 04 7f 
7a 0f 04 64 a0 4d 80 42 19 33 33 00 6b f0 7f 
7a 0f 05 64 a0 4d 80 42 3d 33 33 00 82 b4 7f 
7a 0f 01 64 a0 4d 80 41 00 00 00 00 21 bd 7f 
7a 0f 02 64 a0 4d 80 41 3e 66 66 00 32 a1 7f 
7a 0f 03 64 a0 4d 80 42 28 cc cd 00 75 a5 7f 
7a 0f 04 64 a0 4d 80 42 1c 00 00 00 6d 51 7f 
7a 0f 05 64 a0 4d 80 40 f3 33 33 00 20 62 7f 
7a 0f 01 64 a0 4d 80 42 37 33 33 00 7e c2 7f 
7a 0f 02 64 a0 4d 80 42 2d 33 33 00 78 d1 7f 
7a 0f 03 64 a0 4d 80 42 18 00 00 00 6a 59 7f 
7a 0f 04 64 a0 4d 80 42 37 99 9a 00 7e f2 7f 
7a 0f 05 64 a0 4d 80 42 2c 66 66 00 77 6a 7f 
7a 0f 01 64 a0 4d 80 42 3c 66 66 00 81 54 7f 
7a 0f 02 64 a0 4d 80 42 13 99 9a 00 68 2e 7f 
7a 0f 03 64 a0 4d 80 42 2b 33 33 00 76 d4 7f 
7a 0f 04 64 a0 4d 80 43 8a 59 9a 01 46 15 7f 
7a 0f 05 64 a0 4d 80 42 18 00 00 00 6a 57 7f 
7a 0f 01 64 a0 4d 80 42 2c cc cd 00 77 a1 7f 
7a 0f 02 64 a0 4d 80 41 7c cc cd 00 3a 8e 7f 
7a 0f 03 64 a0 4d 80 40 d9 99 9a 00 1c b5 7f 
7a 0f 04 64 a0 4d 80 42 4e cc cd 00 8c 67 7f 
7a 0f 05 64 a0 4d 80 43 99 40 00 01 64 9a 7f 
7a 0f 01 64 a0 4d 80 42 35 33 33 00 7c c6 7f 
7a 0f 02 64 a0 4d 80 42 5b 99 9a 00 94 ba 7f 
7a 0f 03 64 a0 4d 80 43 cc 66 66 01 ad 94 7f 
7a 0f 04 64 a0 4d 80 41 19 99 9a 00 28 67 7f 
7a 0f 05 64 a0 4d 80 42 30 00 00 00 79 30 7f 
7a 0f 01 64 a0 4d 80 42 42 66 66 00 85 4a 7f 
7a 0f 02 64 a0 4d 80 42 5c 66 66 00 95 1f 7f 
7a 0f 03 64 a0 4d 80 42 2a cc cd 00 76 a2 7f 
7a 0f 04 64 a0 4d 80 42 35 99 9a 00 7d f5 7f 
7a 0f 05 64 a0 4d 80 42 1c 66 66 00 6d 84 7f 
7a 0f 01 64 a0 4d 80 42 40 00 00 00 83 1a 7f 
7a 0f 02 64 a0 4d 80 42 43 99 9a 00 86 e0 7f 
7a 0f 03 64 a0 4d 80 42 0f 33 33 00 65 01 7f 
7a 0f 04 64 a0 4d 80 43 00 4c cd 00 bc 04 7f 
7a 0f 05 64 a0 4d 80 42 10 cc cd 00 66 ca 7f 
7a 0f 01 64 a0 4d 80 43 0a 99 9a 00 c2 dd 7f 
7a 0f 02 64 a0 4d 80 40 b9 99 9a 00 18 da 7f 
7a 0f 03 64 a0 4d 80 42 4b 33 33 00 8a a0 7f 
7a 0f 04 64 a0 4d 80 42 2c cc cd 00 77 9e 7f 
7a 0f 05 64 a0 4d 80 42 37 33 33 00 7e be 7f 
7a 0f 01 64 a0 4d 80 41 89 99 9a 00 3d e5 7f 
7a 0f 02 64 a0 4d 80 42 24 00 00 00 72 46 7f 
7a 0f 03 64 a0 4d 80 42 b8 66 66 00 a9 ae 7f 
7a 0f 04 64 a0 4d 80 42 56 66 66 00 91 27 7f 
7a 0f 05 64 a0 4d 80 42 54 66 66 00 90 29 7f 
7a 0f 01 64 a0 4d 80 42 44 00 00 00 86 13 7f 
7a 0f 02 64 a0 4d 80 41 36 66 66 00 30 ab 7f 
7a 0f 03 64 a0 4d 80 42 37 33 33 00 7e c0 7f 
7a 0f 04 64 a0 4d 80 41 4e 66 66 00 34 8d 7f 
7a 0f 05 64 a0 4d 80 43 57 b3 33 01 09 91 7f 
7a 0f 01 64 a0 4d 80 43 be 59 9a 01 9f 8b 7f 
7a 0f 02 64 a0 4d 80 42 42 00 00 00 84 16 7f 
7a 0f 03 64 a0 4d 80 41 49 99 9a 00 33 2d 7f 
7a 0f 04 64 a0 4d 80 42 44 cc cd 00 86 77 7f 
7a 0f 05 64 a0 4d 80 42 5b 99 9a 00 94 b7 7f 
7a 0f 01 64 a0 4d 80 42 2a 00 00 00 76 3d 7f 
7a 0f 02 64 a0 4d 80 42 58 00 00 00 92 f2 7f 
7a 0f 03 64 a0 4d 80 43 a2 00 00 01 76 c1 7f 
7a 0f 04 64 a0 4d 80 42 0f 99 9a 00 65 33 7f 
7a 0f 05 64 a0 4d 80 42 4f 99 9a 00 8d ca 7f 
7a 0f 01 64 a0 4d 80 43 f2 d9 9a 01 d4 a2 7f 
