id,time,value
9,2023:07:05 09:39:39,255.6
10,2023:07:05 09:39:39,89.7
1,2023:07:05 09:54:39,67.8
2,2023:07:05 09:54:39,118.7
3,2023:07:05 09:54:39,65.5
4,2023:07:05 09:54:39,97.1
5,2023:07:05 09:54:39,23.0
6,2023:07:05 09:54:39,128.4
7,2023:07:05 09:54:39,23.7
8,2023:07:05 09:54:39,110.8
9,2023:07:05 09:54:39,86.4
10,2023:07:05 09:54:39,132.4
1,2023:07:05 10:09:39,71.3
2,2023:07:05 10:09:39,124.3
3,2023:07:05 10:09:39,72.2
4,2023:07:05 10:09:39,139.8
5,2023:07:05 10:09:39,36.5
6,2023:07:05 10:09:39,115.6
7,2023:07:05 10:09:39,95.8
8,2023:07:05 10:09:39,146.8
9,2023:07:05 10:09:39,293.0
10,2023:07:05 10:09:39,74.0
1,2023:07:05 10:24:39,140.5
2,2023:07:05 10:24:39,254.6
3,2023:07:05 10:24:39,79.9
4,2023:07:05 10:24:39,184.4
5,2023:07:05 10:24:39,245.2
6,2023:07:05 10:24:39,142.8
7,2023:07:05 10:24:39,127.3
8,2023:07:05 10:24:39,347.9
9,2023:07:05 10:24:39,95.1
10,2023:07:05 10:24:39,24.4
1,2023:07:05 10:39:39,28.0
2,2023:07:05 10:39:39,109.3
3,2023:07:05 10:39:39,150.1
4,2023:07:05 10:39:39,92.9
5,2023:07:05 10:39:39,136.5
6,2023:07:05 10:39:39,99.7
7,2023:07:05 10:39:39,181.5
8,2023:07:05 10:39:39,108.6
9,2023:07:05 10:39:39,134.3
10,2023:07:05 10:39:39,20.8
1,2023:07:05 10:54:39,49.1
2,2023:07:05 10:54:39,51.6
3,2023:07:05 10:54:39,76.2
4,2023:07:05 10:54:39,72.3
5,2023:07:05 10:54:39,86.9
6,2023:07:05 10:54:39,47.3
7,2023:07:05 10:54:39,58.3
8,2023:07:05 10:54:39,142.6
9,2023:07:05 10:54:39,271.9
10,2023:07:05 10:54:39,102.9
1,2023:07:05 11:09:39,84.1
2,2023:07:05 11:09:39,90.0
3,2023:07:05 11:09:39,80.5
4,2023:07:05 11:09:39,126.9
5,2023:07:05 11:09:39,265.1
6,2023:07:05 11:09:39,93.7
7,2023:07:05 11:09:39,79.6
8,2023:07:05 11:09:39,250.0
9,2023:07:05 11:09:39,83.0
10,2023:07:05 11:09:39,124.2
1,2023:07:05 11:24:39,64.5
2,2023:07:05 11:24:39,108.5
3,2023:07:05 11:24:39,26.5
4,2023:07:05 11:24:39,18.3
5,2023:07:05 11:24:39,62.4
6,2023:07:05 11:24:39,63.8
7,2023:07:05 11:24:39,96.9
8,2023:07:05 11:24:39,77.1
9,2023:07:05 11:24:39,109.3
10,2023:07:05 11:24:39,123.0
1,2023:07:05 11:39:39,98.4
2,2023:07:05 11:39:39,323.8
3,2023:07:05 11:39:39,51.6
4,2023:07:05 11:39:39,79.0
5,2023:07:05 11:39:39,60.8
6,2023:07:05 11:39:39,89.1
7,2023:07:05 11:39:39,26.0
8,2023:07:05 11:39:39,121.3
9,2023:07:05 11:39:39,98.9
10,2023:07:05 11:39:39,321.1
1,2023:07:05 11:54:39,147.5
2,2023:07:05 11:54:39,146.8
3,2023:07:05 11:54:39,96.5
4,2023:07:05 11:54:39,126.0
5,2023:07:05 11:54:39,112.3
6,2023:07:05 11:54:39,138.4
7,2023:07:05 11:54:39,141.4
8,2023:07:05 11:54:39,265.5
9,2023:07:05 11:54:39,117.3
10,2023:07:05 11:54:39,14.9
1,2023:07:05 12:09:39,481.1
2,2023:07:05 12:09:39,481.6
3,2023:07:05 12:09:39,6.0
4,2023:07:05 12:09:39,251.5
5,2023:07:05 12:09:39,99.5
6,2023:07:05 12:09:39,12.6
7,2023:07:05 12:09:39,284.4
8,2023:07:05 12:09:39,140.2
9,2023:07:05 12:09:39,129.5
10,2023:07:05 12:09:39,46.6
1,2023:07:05 12:24:39,204.8
2,2023:07:05 12:24:39,169.1
3,2023:07:05 12:24:39,69.4
4,2023:07:05 12:24:39,28.2
5,2023:07:05 12:24:39,122.3
6,2023:07:05 12:24:39,141.2
